Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
7936,11856472,Melissa328121,"2024-03-30 04:14:53",0.77511,1,melissa328121
7937,11856700,DenisMachine,"2024-03-30 04:59:30",0.77511,1,denismachine
7938,11856890,"Nandini Kumari","2024-03-30 05:35:44",0.77511,1,nandini5002
7939,11857076,HKJoker,"2024-03-30 06:15:18",0.77511,1,hkjoker666
7940,11857169,"Nikki Yong","2024-04-07 05:51:03",0.77511,4,nikkiyong
7941,11857534,Suragch,"2024-03-30 07:44:14",0.77511,1,suragch
7942,11857606,"Crstyal xiaobo","2024-03-30 07:58:51",0.77511,1,crstyalxiaobo
7943,11857802,"zihang zhan","2024-03-30 08:17:36",0.77511,1,zihangzhan
7944,11857916,"Bruno Cavalcante","2024-03-30 08:34:39",0.77511,1,bruncavalcante
7945,11858149,"Thorsten Schmiedel (tschimbim)","2024-03-30 09:01:15",0.77511,1,tschimbim
7946,11858203,Walshyu,"2024-03-30 09:08:37",0.77511,1,walshyu
7947,11858221,Liuchen,"2024-03-30 09:43:36",0.77511,2,liuchen425
7948,11858314,kaggle_7UFy,"2024-03-30 09:24:23",0.77511,1,kaggle7ufy
7949,10893123,frugq273,"2024-03-30 09:40:59",0.77511,1,frugq273
7950,11858589,Huyentran999,"2024-03-30 10:20:09",0.77511,1,huyentran999
7951,11858901,"Liam Green-Hughes","2024-03-30 11:16:14",0.77511,1,liamgh
7952,11851967,"Unmesh #2","2024-04-01 10:00:33",0.77511,3,unmeshdesale
7953,11859152,"Gayatri Tumsare","2024-03-30 12:00:48",0.77511,1,gayatritumsare
7954,11859195,uiireuiire,"2024-03-30 12:09:05",0.77511,1,uiireuiire
7955,11859252,"Hans Vanderstraeten","2024-03-30 13:10:57",0.77511,2,mokitger
7956,11859253,"Dapao Zhang_123","2024-03-30 12:23:49",0.77511,1,dapaozhang123
7957,11859254,ZhangYANRUN,"2024-03-30 12:23:52",0.77511,1,zhangyanrun
7958,11859428,"ABHISHEK BENIWAL","2024-03-30 12:51:31",0.77511,1,abhishekbeniwal0002
7959,11859666,qiayang322,"2024-03-30 13:35:00",0.77511,1,qiayang322
7960,11859667,"peter hany michael","2024-03-30 13:35:01",0.77511,1,peterhany16
7961,11859751,"Harjeet Singh Pal #2","2024-03-30 13:46:31",0.77511,1,harjeetsinghpal
7962,1900690,"Tanaka Taro ET","2024-03-30 13:52:26",0.77511,1,tanakataro73
7963,11859793,tttnhi,"2024-03-30 13:53:25",0.77511,1,tttnhi
7964,11859813,"quickly man","2024-03-30 13:56:09",0.77511,1,quicklyman
7965,11859848,"Abdulrahman Almusaileem","2024-03-30 14:02:11",0.77511,1,abdulalmusaileem
7966,11859917,"Wassapol Uttama","2024-03-30 14:14:00",0.77511,1,wassapoluttama
7967,11860057,"Aashi Gangrade","2024-03-30 14:35:49",0.77511,1,aashigangrade
7968,11860105,"Simon Z #2","2024-03-30 14:44:04",0.77511,1,simonz333
7969,11860170,P86121146徐麟傑,"2024-03-30 14:56:43",0.77511,1,p86121146
7970,907534,Andrij,"2024-03-30 15:07:39",0.77511,1,awowkodaw
7971,11853095,"Odei Martinez De Morentin Beaumont","2024-03-30 15:39:00",0.77511,5,odeimardemor
7972,11860646,"Дмитрий Мазур","2024-03-30 16:21:43",0.77511,1,samuraipetya
7973,11860792,"Joe Filfli","2024-03-30 16:47:55",0.77511,1,joefilfli
7974,11860981,"Sarah Choudhary","2024-03-30 17:21:55",0.77511,1,sarahchoudhary
7975,11861223,"Varun Laul","2024-03-30 19:40:46",0.77511,3,varunlaul
7976,11861278,Grendy7,"2024-03-30 18:19:50",0.77511,1,grendy7
7977,11861282,"PKK sud","2024-04-14 19:50:48",0.77511,2,pkksud
7978,11861318,"Dillip Dash","2024-03-30 18:26:32",0.77511,1,dillipdash
7979,11861426,"Obay Rashad","2024-03-30 18:48:58",0.77511,2,obayprogrammer
7980,11861547,dantawalli,"2024-03-31 08:59:55",0.77511,2,dantawalli
7981,11861624,"michael likes math","2024-03-30 19:47:04",0.77511,2,michaellikesmath
7982,11861758,eliomend,"2024-03-30 20:00:18",0.77511,1,eliomend
7983,11861781,apag_,"2024-03-30 20:08:01",0.77511,3,apagguimaraes
7984,11861896,"william Warren","2024-03-30 20:33:51",0.77511,1,thedanktouch
7985,11862126,"Chingiz T","2024-03-31 03:59:38",0.77511,3,chingizt
7986,11862146,"Aditya Pathak #2","2024-03-30 21:32:08",0.77511,1,phoenix1504e
7987,11862451,"Kinfu Teklehaimanot","2024-03-30 23:13:50",0.77511,2,kinfuteklehaimanot
7988,11862553,"Theresa King","2024-03-30 23:09:40",0.77511,1,theresaking
7989,11862555,"Artem Platonov #2","2024-03-30 23:10:05",0.77511,1,idrian
7990,11862621,"Tianshu Yang14","2024-03-30 23:26:12",0.77511,1,tianshuyang14
7991,11862869,"Joseph Mondragon","2024-03-31 00:25:50",0.77511,1,josephmondragon
7992,11862979,"Diaa Kotb","2024-03-31 00:53:33",0.77511,1,diaakotb
7993,11863115,"Eugene Tai","2024-03-31 02:03:15",0.77511,2,eugeneetai
7994,11483732,"Scientific Stephen","2024-04-02 09:48:49",0.77511,2,scientificstephen
7995,11863285,msraju1976,"2024-03-31 02:20:24",0.77511,3,msraju1976
7996,11863367,"Dannielle Nguyen","2024-03-31 03:01:32",0.77511,2,danniellenguyen
7997,11863545,PatriciaY,"2024-03-31 03:11:59",0.77511,1,py2024
7998,11863550,Topsy_13,"2024-03-31 03:12:37",0.77511,1,topsy13
7999,11857600,shaya1,"2024-03-31 03:43:38",0.77511,4,shaya1
8000,11863887,"d a Vinay","2024-03-31 04:27:27",0.77511,1,davinay
8001,11782881,"Luu Bao Yen","2024-03-31 11:39:02",0.77511,7,luubaoyen
8002,11864422,koushikSriram11,"2024-03-31 06:29:44",0.77511,1,koushiksriram11
8003,11864482,proofofk,"2024-03-31 06:43:26",0.77511,1,proofofk
8004,11864589,"Andy Chan #2","2024-03-31 07:18:16",0.77511,1,andychanprojects
8005,11864684,YuChen-Dreamer_,"2024-03-31 07:57:25",0.77511,1,yuchendreamer
8006,11864815,"ALIF FIAZ MUHAMMED","2024-03-31 08:40:36",0.77511,1,aliffiazmuhammed
8007,11864826,"SAIKAT SINGHA","2024-03-31 08:53:14",0.77511,2,sai01singha
8008,11864838,jovan7826,"2024-03-31 09:47:20",0.77511,3,jovan7826
8009,11651192,"Hanzala Ahmad01","2024-03-31 09:50:52",0.77511,2,hanzalaahmad01
8010,11865143,"Georgian Wu","2024-03-31 10:28:25",0.77511,1,georgianwu
8011,11865147,"Saif Osama","2024-03-31 10:29:23",0.77511,1,saifosama
8012,11865217,Keyboardist,"2024-03-31 10:52:05",0.77511,1,keyboardist
8013,11862435,Robertino17,"2024-03-31 10:52:09",0.77511,2,robertino17
8014,11865236,YW1204,"2024-03-31 10:57:39",0.77511,1,yw1204
8015,11865242,"Panda Claws","2024-03-31 10:59:34",0.77511,1,pandaclaws
8016,11782682,"Wesley Man","2024-03-31 11:05:13",0.77511,10,wesleyman
8017,11865399,"Abhinav R Jha","2024-03-31 11:50:38",0.77511,1,abhinavrjha
8018,11865428,"Nathanael Tamirat","2024-03-31 12:00:42",0.77511,1,nathanaeltamirat
8019,11865449,"Izzatul Ummah","2024-03-31 12:05:29",0.77511,1,izzatulummah
8020,11865492,RetuowRessiv,"2024-04-10 10:52:08",0.77511,2,retuowressiv
8021,11865505,kossyPi,"2024-03-31 12:21:45",0.77511,1,kossypi
8022,11865743,pamquale,"2024-03-31 13:31:04",0.77511,1,pamquale
8023,11865843,"Nick Leland","2024-03-31 14:00:13",0.77511,1,nickleland
8024,11865890,"Jonas #13","2024-03-31 14:17:27",0.77511,1,jonash19
8025,11523210,"Hikaru OTA","2024-04-01 00:16:26",0.77511,4,hikaruota2024
8026,10974363,usevector,"2024-03-31 15:03:10",0.77511,1,usevector
8027,11865985,"Egor Chuvashov","2024-04-01 10:08:26",0.77511,6,egorchuvashov
8028,11866132,Amank-root,"2024-03-31 15:29:03",0.77511,1,amankroot
8029,11435360,"Jeongmin Ham","2024-03-31 15:51:41",0.77511,1,jeongminham
8030,11866364,"Piotr Zyla","2024-03-31 16:34:53",0.77511,1,piotrzyla
8031,11866420,"Karn Parashar","2024-03-31 16:55:10",0.77511,1,karnparashar
8032,11866445,bobby1604,"2024-03-31 16:59:47",0.77511,1,bobby1604
8033,561296,TalonShe,"2024-03-31 17:00:58",0.77511,1,talons
8034,11866468,Shenming.Ji,"2024-03-31 17:05:17",0.77511,1,shenmingji
8035,10535758,"Syed Musa Mumaiz Peer","2024-03-31 17:13:25",0.77511,1,syedmusamumaizpeer
8036,11866538,"Junlin Xiong","2024-03-31 17:32:49",0.77511,1,junlinxiong
8037,10932393,"Shaksham karki","2024-03-31 17:41:46",0.77511,1,shakshamkarki
8038,11866573,"Tobias Herfert","2024-03-31 17:43:18",0.77511,1,tobiasherfert
8039,11866606,shin0ed,"2024-03-31 17:54:16",0.77511,1,shin0ed
8040,11866640,"Sam Welsh","2024-04-02 20:37:52",0.77511,3,samwelsh42
8041,11866905,"hanna abdul majeed","2024-03-31 19:38:34",0.77511,1,hannaabdulmajeed
8042,11866944,"Luiz Carvalho #3","2024-03-31 19:53:43",0.77511,1,luizgcarv
8043,11866956,Pahque,"2024-03-31 19:59:42",0.77511,1,pahque
8044,11867003,"Arnaud Mesureur","2024-03-31 20:17:29",0.77511,1,arnaudmesureur
8045,11867008,adela010,"2024-03-31 20:19:21",0.77511,1,adela010
8046,11866959,Mandanak,"2024-03-31 20:19:52",0.77511,4,mandanak
8047,11867013,"Mofiyinfoluwa Orekoya","2024-03-31 20:21:00",0.77511,1,mofiyinfoluwaorekoya
8048,11867159,"Toyese Tunde Ayorinde","2024-03-31 21:26:52",0.77511,1,tundeayorinde
8049,11867230,"Leopold Morel","2024-03-31 22:01:00",0.77511,1,leopoldmorel
8050,11867338,"Akmal Hilman","2024-03-31 23:01:47",0.77511,1,akmalhilman
8051,11867453,Crystal_bean,"2024-04-01 00:02:47",0.77511,1,crystalbean
8052,11867497,"Emanuel Laureano","2024-04-01 00:17:42",0.77511,1,emanuellaureano
8053,11835425,"Ethan Todd1","2024-04-01 00:43:13",0.77511,6,ethantodd1
8054,11867586,"Xio Lee","2024-04-01 00:53:45",0.77511,1,xiolee
8055,11867696,"Rashi Sharma","2024-04-01 01:32:20",0.77511,1,rashisharma16
8056,11867836,ShangyanYing,"2024-04-01 02:10:46",0.77511,1,shangyanying
8057,11868003,Hacker2057,"2024-04-01 02:58:29",0.77511,1,hacker2057
8058,11868018,kaateeh,"2024-04-01 03:05:48",0.77511,2,aleksandrateresa
8059,11868073,J_Daoyi,"2024-04-01 03:18:54",0.77511,1,jdaoyi
8060,11868178,"Rowan Heaton","2024-04-01 03:53:00",0.77511,1,rowanheaton
8061,11868203,"Jasleen Kaur #3","2024-04-01 04:00:34",0.77511,1,jasleen08
8062,11868430,"Ivan Mrls","2024-04-01 04:54:21",0.77511,1,ivanmrls
8063,11868554,"Jing Si Chai #2","2024-04-01 05:31:53",0.77511,2,jingsichai
8064,591208,"Nishal N. Shettigar","2024-04-01 05:58:30",0.77511,1,nishalns
8065,11868918,"CRAIG ROBERTS","2024-04-01 06:42:44",0.77511,1,craigroberts
8066,11869095,"Heedong Kang","2024-04-01 07:10:59",0.77511,1,heedongkang68
8067,11869129,"Samuel Martin Santos","2024-04-01 07:17:29",0.77511,1,samuelmartinsantos
8068,11869208,"Zayyan Aliyu","2024-04-01 07:30:30",0.77511,1,zayyanaliyu
8069,11869305,"Lars Lehmann","2024-04-01 12:50:57",0.77511,3,lehmannlars
8070,11869462,Ruaperstar,"2024-04-01 08:17:09",0.77511,1,ruaperstar
8071,11869587,InsamePanda,"2024-04-01 08:45:32",0.77511,1,insamepanda
8072,11869726,"Ceasor Iga","2024-04-01 09:20:12",0.77511,1,ceasoriga
8073,10880081,霹雳贝贝,"2024-04-01 09:39:26",0.77511,1,dinosour01
8074,11869858,"Smit PATEL","2024-04-01 10:36:18",0.77511,3,jayambe36
8075,11870173,Geovandy,"2024-04-01 11:15:40",0.77511,1,geovandy
8076,11870304,kagglexzy,"2024-04-07 05:43:23",0.77511,2,zhiyangxuan
8077,11870464,V3ness,"2024-04-01 12:33:15",0.77511,1,v3ness
8078,11870638,"Kiyoshi Sudo","2024-04-01 17:04:10",0.77511,2,kiyoshisudo
8079,11870710,"Quoc Hai To","2024-04-01 13:26:31",0.77511,1,quochaito
8080,11870891,"Pasuppathy Shanmugam","2024-04-01 13:59:34",0.77511,1,pasuppathyshanmugam
8081,11870901,"mohammed zaki Ahmed","2024-04-03 09:57:20",0.77511,10,mohammedzakiahmed
8082,11870939,"Lukas Simutis","2024-04-01 14:08:01",0.77511,1,lukassimutis
8083,11870977,"Suraj Ghosh","2024-04-01 14:14:57",0.77511,1,sundayofficials
8084,11870985,IanaZubova,"2024-04-01 14:16:47",0.77511,1,ianazubova
8085,11871079,Asteria_F,"2024-04-01 14:34:30",0.77511,2,asteriaf
8086,11871215,"Eduardo Sarreta","2024-04-01 16:42:51",0.77511,5,eduardosarreta
8087,11871447,AuxKai,"2024-04-01 15:47:30",0.77511,1,auxkai
8088,11871599,"Cubby Brush","2024-04-01 16:18:21",0.77511,1,cubbybrush
8089,11871629,Suprxsidh,"2024-04-01 16:23:20",0.77511,1,suprxsidh
8090,11871636,"Aarav D.C","2024-04-01 16:24:31",0.77511,1,aaravdc
8091,11871685,"Ngọc Ánh","2024-04-01 17:32:40",0.77511,3,na21020052
8092,11871980,"Dario José Herrera Bonilla","2024-04-01 17:25:36",0.77511,1,darioherrera24
8093,11871981,"Eniola Abolade","2024-04-01 17:25:39",0.77511,1,eniolaabolade
8094,11872084,bridgeminion,"2024-04-08 07:39:27",0.77511,2,bridgeminion
8095,11872115,"Priyanshu Kishore ","2024-04-01 17:53:51",0.77511,1,priyanshukishore
8096,11872273,"Mateus Carvalho #2","2024-04-01 18:25:45",0.77511,1,mateusccarvalho
8097,11872297,CadCat,"2024-04-01 18:34:45",0.77511,2,cadcat
8098,11872302,"Lara Hayes","2024-04-01 18:35:15",0.77511,1,larahayes
8099,11872319,"Simón Mirleni","2024-04-02 22:23:47",0.77511,3,simnmirleni
8100,5244921,star,"2024-04-02 22:32:11",0.77511,7,sharonalex
8101,11872358,Sum_1,"2024-04-01 18:48:55",0.77511,1,sumedhakrishna
8102,11872367,"snowflake1 matillion","2024-04-01 18:51:49",0.77511,1,snowflake1matillion
8103,11634368,"Hunter Hall","2024-04-01 19:00:44",0.77511,2,hunall
8104,11872560,"Diwakar Sehgal","2024-04-01 20:20:15",0.77511,2,diwakarsehgal
8105,11872659,"REMI FIGEA","2024-04-01 19:58:09",0.77511,1,remifigea
8106,11872723,SHAMBHAVI_PANDEY39,"2024-04-01 20:12:01",0.77511,1,shambhavipandey39
8107,11573107,Yasir78,"2024-04-02 15:18:31",0.77511,13,yasir78
8108,11872909,hassan7070,"2024-04-01 21:11:44",0.77511,1,hassan7070
8109,11872943,"James Bradshaw","2024-04-01 21:25:08",0.77511,1,jamesabradshaw
8110,11873121,jjlee_tukorea,"2024-04-01 22:13:09",0.77511,1,jjleetukorea
8111,11873169,"Jeff Wang #4","2024-04-01 22:24:22",0.77511,1,jefflwang94
8112,11873299,"Jeff Chen #6","2024-04-01 23:08:54",0.77511,1,jeffchensee
8113,11873411,"J Malcolm Olexa","2024-04-01 23:52:26",0.77511,1,jmalcolmolexa
8114,11873743,野澤圭太,"2024-04-02 01:23:44",0.77511,1,kanakana179
8115,11873894,makka_k,"2024-04-02 02:04:01",0.77511,1,makkak
8116,11873915,"Chuhui Liu","2024-04-08 01:21:42",0.77511,5,chuhuiliu
8117,11873989,"Qingze Yang","2024-04-02 02:26:41",0.77511,1,qingzeyang
8118,11874026,"Becca Swan","2024-04-02 02:33:46",0.77511,1,rtswan
8119,11874066,PENGLIANWEI,"2024-04-06 02:20:53",0.77511,3,penglianwei
8120,11874292,Btyagi1016,"2024-04-02 03:42:05",0.77511,1,btyagi1016
8121,11874482,"Zhang Shuo","2024-04-02 04:29:38",0.77511,1,szhang233
8122,11874492,"Mykhaylo M. Malakhov","2024-04-02 04:33:33",0.77511,1,mykmal
8123,11874521,"Robert Hinson","2024-04-02 04:37:25",0.77511,1,roberthinson
8124,11874525,"GUILHERME MACHADO DE FREITAS","2024-04-02 04:37:57",0.77511,1,guimdf1987
8125,1311647,dlangley,"2024-04-02 04:55:54",0.77511,1,dlangley
8126,11874676,"Cat Zhang","2024-04-02 05:11:57",0.77511,1,caz002
8127,11874694,"Chun hau","2024-04-02 05:16:15",0.77511,1,chunhau
8128,11874776,"Saihaj Padda","2024-04-02 05:35:20",0.77511,1,saihajpadda
8129,11874854,XiangJinyu,"2024-04-02 05:54:47",0.77511,2,xiangjinyu
8130,10880318,LY-qweasd,"2024-04-02 06:32:32",0.77511,1,lyqweasd
8131,11875236,"Albert Yue","2024-04-02 07:01:01",0.77511,1,albertyue666
8132,11875269,"Junwei Hu","2024-04-02 07:06:22",0.77511,1,whosir
8133,11875319,YewLi0,"2024-04-08 07:16:49",0.77511,13,yewli0
8134,11875561,"MD SAQLAN HUSSAIN","2024-04-02 07:56:17",0.77511,2,mdsaqlanhussain
8135,9443930,snowhls,"2024-04-02 08:12:11",0.77511,2,snowhls
8136,11875810,VISHNU2105,"2024-04-02 08:40:49",0.77511,1,vishnu2105
8137,11875863,"Mathew Manoj","2024-04-02 08:51:41",0.77511,2,mathewmanoj
8138,11875938,cylmio,"2024-04-02 09:04:29",0.77511,1,cylmio
8139,11876035,zoeyangcc,"2024-04-02 09:26:33",0.77511,1,zoeyangcc
8140,11876067,"Feier Mo","2024-04-02 09:33:55",0.77511,1,feiermo
8141,11870584,KSUNREY,"2024-04-02 09:40:24",0.77511,2,ksunrey
8142,11876221,fantasylandtaken,"2024-04-02 10:03:23",0.77511,1,fantasylandtaken
8143,11876343,LuanNguyenHCV,"2024-04-02 10:29:34",0.77511,1,luannguyenhcv
8144,11876367,"Kingsley Ezeudu","2024-04-03 11:28:32",0.77511,3,kingsleyezeudu
8145,11876395,"Raul Cucu","2024-04-09 10:17:49",0.77511,2,"katalinmelnic,raulcucu"
8146,11876456,YannHuang,"2024-04-02 11:18:31",0.77511,2,yannhuang
8147,11805112,"Elliott Benemerito","2024-04-12 02:45:53",0.77511,13,elliottbenemerito
8148,11876540,"Llena Joel","2024-04-02 11:14:31",0.77511,1,llenajoel
8149,11876620,"William Noble","2024-04-02 11:32:27",0.77511,1,williamnoble97
8150,11876912,ValiantDemon2608,"2024-04-02 12:26:56",0.77511,1,valiantdemon2608
8151,11877000,"Alao Samuel ","2024-04-02 12:40:56",0.77511,1,alaosamuel
8152,11877007,HakyoungShin,"2024-04-03 13:48:13",0.77511,3,hakyoungshin
8153,11870248,l.j.6.ssking,"2024-04-02 14:51:22",0.77511,4,lj6ssking
8154,11877293,keanetgy,"2024-04-02 13:31:22",0.77511,1,keanetgy
8155,11877401,"Reaper lethal","2024-04-02 13:49:18",0.77511,1,reaperlethal
8156,11877410,"Sahil #16","2024-04-03 15:00:06",0.77511,6,sahilo99
8157,11088355,"Jack Merrill","2024-04-02 14:06:11",0.77511,2,jackmerrill2
8158,11877510,"Guan Caden Tiancheng","2024-04-02 14:06:28",0.77511,1,guancadentiancheng
8159,11877540,TBOX,"2024-04-02 14:11:31",0.77511,1,isaactanaka
8160,11877761,"Ramy El","2024-04-02 14:46:48",0.77511,1,ramyel
8161,11877330,tmddnjs0106,"2024-04-02 14:47:06",0.77511,2,tmddnjs0106
8162,11877784,"Jiahua Zou","2024-04-02 14:51:45",0.77511,1,mikufufu
8163,11877791,"Roshan Ghimire #2","2024-04-02 14:56:44",0.77511,2,rosanghi18
8164,11877879,"Justine Constantino","2024-04-02 15:07:49",0.77511,1,justineconstantino
8165,11877957,"Samiha jebril","2024-04-02 15:22:02",0.77511,1,samihajebril
8166,11877991,cauillou,"2024-04-02 15:27:53",0.77511,1,cauillou
8167,11878037,"elahe noshad","2024-04-02 15:36:32",0.77511,1,elahenoshad
8168,11878091,"Byung Kwak","2024-04-02 15:49:59",0.77511,1,byungkwak
8169,11459031,"urvi katarmal13","2024-04-02 16:04:58",0.77511,1,urvikatarmal13
8170,11878243,zcgyxk,"2024-04-02 16:19:10",0.77511,1,zcgyxk
8171,11878277,"Javier Catalán de la Puente","2024-04-02 16:26:31",0.77511,1,jvrctlndlpnt
8172,11876756,"Muh Kh","2024-04-02 17:59:39",0.77511,6,muhnum
8173,11879379,"Patrick McInnes","2024-04-02 16:58:59",0.77511,1,patrickmcinnes
8174,11879526,"Sushmoy Kar","2024-04-02 17:31:27",0.77511,1,sushmoykar
8175,11880689,dormant_devil,"2024-04-02 18:18:09",0.77511,1,dormantdevil
8176,11880703,adiavr,"2024-04-02 18:20:58",0.77511,1,adiavr
8177,11880747,"Rafael Schipiura","2024-04-02 20:16:39",0.77511,3,rafaelschipiura
8178,11880781,"Snehal Khot","2024-04-02 18:39:32",0.77511,1,snehalvkhot
8179,11880801,"Thomas BARET","2024-04-02 18:44:13",0.77511,1,thomasbaret
8180,11880810,"esatia Brian","2024-04-02 18:46:15",0.77511,1,esatiabrian
8181,11880812,"Alexandre Perier02","2024-04-02 18:46:17",0.77511,1,alexandreperier02
8182,11880902,"Sebastian Sz","2024-04-02 19:06:53",0.77511,1,szarygda
8183,11855854,"Huzayfa Sabri","2024-04-02 19:35:43",0.77511,2,huzayfasabri
8184,11881040,"Shelly Srivastava","2024-04-02 19:47:36",0.77511,2,shellysrivastava
8185,11881121,"Yuvraj Singh Bhadauria","2024-04-02 20:10:37",0.77511,1,bhadauria24
8186,11881575,I_HaRRiiSoN_I,"2024-04-02 22:28:11",0.77511,1,iharriisoni
8187,11881757,"Rohan Gupta #2","2024-04-02 23:27:28",0.77511,1,rohangupta23
8188,11881836,"Alvin T Valenciano","2024-04-03 00:04:07",0.77511,20,alvintvalenciano
8189,11881907,"Izzy Mehling","2024-04-11 19:53:37",0.77511,5,izzymehling
8190,11881973,"Hitomi Honda","2024-04-03 00:41:00",0.77511,1,hitomihonda
8191,11882060,Maddah,"2024-04-03 01:04:44",0.77511,1,maddah
8192,11882081,jhkmhkh,"2024-04-03 01:10:53",0.77511,1,jhkmhkh
8193,11882089,"SoWon #2","2024-04-03 01:13:05",0.77511,1,cherishwish
8194,11882224,"Luke Grogan","2024-04-03 02:33:32",0.77511,3,lukegrogan
8195,11882259,ice1905,"2024-04-03 01:55:00",0.77511,1,ice1905
8196,11882287,"Aishwarya shinde","2024-04-03 01:59:34",0.77511,1,aishwaryashinde1994
8197,11882501,"Vinicius Weiss Cobos","2024-04-03 02:52:14",0.77511,1,viniciusweisscobos
8198,11882566,somya04bansal,"2024-04-03 03:04:22",0.77511,1,somya04bansal
8199,11882653,"Riddhi Ganesh","2024-04-03 03:22:13",0.77511,1,riddhiganesh
8200,11882724,"data navigater","2024-04-03 03:46:30",0.77511,2,datanavigater
8201,5848916,"booska raspberrypi","2024-04-03 12:35:55",0.77511,10,booskaraspberrypi
8202,11883045,"Sophie Clayton","2024-04-03 05:08:58",0.77511,2,sophieclayton
8203,11883120,"Miham Rahman","2024-04-03 05:42:00",0.77511,2,mihamrahman
8204,11883121,"Ken Koide","2024-04-03 05:21:59",0.77511,1,kenkoide
8205,10590721,"Kim Min Seok","2024-04-03 05:22:59",0.77511,1,nellnion
8206,11883456,alpsimple,"2024-04-03 06:26:05",0.77511,1,alpsimple
8207,11883470,tomlau886,"2024-04-03 06:28:54",0.77511,1,tomlau886
8208,11883558,pinethanku,"2024-04-03 06:41:01",0.77511,1,pinethanku
8209,11883587,"Ravi Shankar #7","2024-04-15 06:05:20",0.77511,3,raviharitasa
8210,11883631,jsl0087,"2024-04-03 07:12:42",0.77511,3,jsl0087
8211,11883640,Zihan01,"2024-04-03 06:55:02",0.77511,1,zihan01
8212,11883744,"R NINJA AU","2024-04-03 07:12:59",0.77511,1,rninjaau
8213,11883752,"Niwahang Angbuhang","2024-04-03 07:13:45",0.77511,1,niwahang
8214,11883762,t108ab0014,"2024-04-03 07:14:47",0.77511,1,t108ab0014
8215,11883846,Bharadwaj_93927,"2024-04-03 07:44:54",0.77511,2,bharadwaj93927
8216,11883850,"Xuanxuan ZHAO","2024-04-03 07:32:57",0.77511,1,xuanxuan1574
8217,11883931,greaser01,"2024-04-03 07:49:53",0.77511,2,greaser01
8218,11883984,"Skanda Vasishta","2024-04-03 08:01:54",0.77511,2,skandavasishta
8219,11884083,Yu-Zihan,"2024-04-03 08:27:52",0.77511,1,yuzane
8220,11884098,"Robin #23","2024-04-03 08:29:54",0.77511,1,bingooooooo
8221,11884254,"Linoy Gorgov","2024-04-03 09:03:29",0.77511,1,linoygorgov
8222,11884455,Aclkiller,"2024-04-03 09:50:11",0.77511,1,aclkiller
8223,11884467,"Alibek Abduaxadov","2024-04-03 09:53:27",0.77511,1,alibekabduaxadov
8224,11884468,key5ng,"2024-04-03 09:54:12",0.77511,1,key5ng
8225,11884518,VictorG,"2024-04-03 10:03:21",0.77511,1,victorgor
8226,11884524,yuanlao153,"2024-04-03 10:04:29",0.77511,1,yuanlao153
8227,11884532,"Iclal Dogan","2024-04-03 10:06:22",0.77511,1,iclaldogan
8228,11884589,"Yo Hirose","2024-04-03 10:18:06",0.77511,1,yohirose
8229,11884632,cardinaler,"2024-04-03 10:27:09",0.77511,1,cardianler
8230,11884634,"Мар'яна Білецька","2024-04-03 10:27:44",0.77511,1,mariana65
8231,11884689,calain,"2024-04-03 10:41:18",0.77511,1,calain
8232,11884722,"Yohan Martinez","2024-04-03 10:49:24",0.77511,1,yohanmartinez
8233,11884766,silentwave,"2024-04-03 11:02:11",0.77511,1,silentwave
8234,11884786,"Daisuke Ryuo","2024-04-03 11:06:57",0.77511,1,daisukeryuo
8235,11884809,"juan palomares","2024-04-03 11:11:23",0.77511,1,juanpaga
8236,11884840,incheif,"2024-04-03 11:22:15",0.77511,2,incheif
8237,11884966,"Maya baria","2024-04-03 11:47:53",0.77511,2,mayabaria
8238,11885018,ML00Abdullah,"2024-04-03 12:01:45",0.77511,1,ml00abdullah
8239,11885032,"Andrew Golotenko","2024-04-03 12:05:08",0.77511,2,andrewgolotenko
8240,11885059,"sai krishna #2","2024-04-03 12:11:07",0.77511,1,kaizokusk
8241,11885100,"Александр П","2024-04-03 12:23:56",0.77511,1,founderp
8242,11885170,SoberS1nceToday,"2024-04-08 05:16:21",0.77511,18,sobers1ncetoday
8243,11885462,"Luka Talevski","2024-04-03 13:35:43",0.77511,1,lukatalevski
8244,11885582,zhouyn,"2024-04-03 14:02:20",0.77511,1,zhouyn
8245,11885629,Harshshs,"2024-04-03 14:12:10",0.77511,1,harshshs
8246,11885642,"Naoto Fukuda","2024-04-03 14:14:37",0.77511,1,otoan33
8247,11885695,"quentin caniou","2024-04-07 16:55:22",0.77511,3,kent1cn
8248,11885701,"Maxence Bocquel","2024-04-03 14:38:17",0.77511,8,maxencebocquel
8249,11885800,"Arohi Bhandari","2024-04-03 14:42:02",0.77511,1,arohibhandari
8250,11885852,"Cliff Young","2024-04-03 14:52:26",0.77511,1,cliffyoung
8251,11885921,"Saged Ahmed","2024-04-03 15:08:47",0.77511,1,sagedahmed0
8252,11885507,hzjsama,"2024-04-09 17:43:06",0.77511,3,hzjsama
8253,11886004,Jeevitha,"2024-04-03 15:30:34",0.77511,2,jeevithajeeva
8254,11886047,"Shubham MODI","2024-04-03 15:39:38",0.77511,1,modishubham2010
8255,11886099,DrewJoe,"2024-04-03 15:49:57",0.77511,1,drewjoe
8256,11885993,"Aurora Chao","2024-04-03 16:02:14",0.77511,2,aurorachao
